label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,segment_samples
no_audio,1.0,1.2,1.1,0.0,200
without_object,5.7,5.9,5.800000000000001,0.5926249187224962,200
with_object,2.7,2.9,2.8,0.1289974402873485,200
