label,selected_start_s,selected_end_s,selected_center_s,selected_window_target_amp,selected_window_target_std,segment_samples
no_audio,1.0,3.0,2.0,0.0,0.0,2000
without_object,4.3,6.3,5.3,0.5483830128464534,0.03248287071395085,2000
with_object,1.1,3.1,2.1,0.22849867075052535,0.04979875272063301,2000
