state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,5000.000000,2.047000,2.057000,2.052000,0.000000001151,-1.032492357819,0.000000000000,50
without_object,5000.000000,4.245000,4.255000,4.250000,0.155016148247,0.837526874609,0.000833406916,50
with_object,5000.000000,3.328000,3.338000,3.333000,0.176990094948,2.635058840962,0.000261234720,50
