state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,5000.000000,3.886000,3.896000,3.891000,0.000000172532,-2.429930981826,0.000000000000,50
without_object,5000.000000,1.570000,1.580000,1.575000,0.160487145355,0.464919798730,0.000952011432,50
with_object,5000.000000,1.445000,1.455000,1.450000,0.082689637318,2.050742381359,0.000447228426,50
