state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,10000.000000,1.167000,1.367000,1.267000,0.002041622378,2.226838644499,0.000000000000,2000
without_object,10000.000000,1.461500,1.661500,1.561500,0.043019705873,-0.817320340738,0.000180080572,2000
with_object,10000.000000,1.878000,2.078000,1.978000,0.030486011176,-0.496291734107,0.000128987283,2000
