state,sample_rate_hz,selected_start_s,selected_end_s,selected_center_s,target_amp,phase_rad,phase_shift_s,segment_samples
no_audio,10000.000000,1.109000,1.309000,1.209000,0.002027485147,-2.620200779864,0.000000000000,2000
without_object,10000.000000,2.201500,2.401500,2.301500,0.204708379433,3.118408488869,-0.000446310126,2000
with_object,10000.000000,2.851000,3.051000,2.951000,0.193375718437,-0.671640900975,0.000156894969,2000
